language,city,date,mobile
slovene,valletta,32,0
danish,valletta,24,1
polish,paris,15,1
estonian,valletta,8,1
austrian,paris,30,1
slovakian,madrid,10,0
maltese,amsterdam,44,1
bulgarian,copenhagen,18,1
polish,vienna,26,1
slovakian,amsterdam,23,1
croatian,copenhagen,26,0
greek,rome,1,0
danish,paris,19,0
polish,sofia,28,0
latvian,rome,6,1
italian,madrid,12,0
greek,madrid,8,1
bulgarian,sofia,11,1
french,vienna,28,1
danish,vilnius,42,1
french,sofia,34,1
german,sofia,18,0
spanish,amsterdam,41,0
lithuanian,copenhagen,12,1
cypriot,paris,42,1
latvian,sofia,40,0
portuguese,vilnius,36,0
slovene,amsterdam,41,1
maltese,copenhagen,43,0
cypriot,vienna,11,1
bulgarian,amsterdam,28,0
slovene,paris,35,0
slovakian,amsterdam,30,1
luxembourgish,paris,29,0
slovakian,valletta,4,0
greek,amsterdam,41,0
finnish,paris,0,0
greek,valletta,20,0
german,amsterdam,7,1
bulgarian,copenhagen,6,0
estonian,sofia,0,0
luxembourgish,valletta,11,1
italian,copenhagen,26,1
greek,rome,4,0
spanish,madrid,13,0
irish,amsterdam,17,0
maltese,vilnius,14,1
luxembourgish,vilnius,29,0
slovene,sofia,11,1
lithuanian,copenhagen,9,0
french,amsterdam,31,1
croatian,vilnius,44,0
latvian,amsterdam,23,0
italian,madrid,27,0
latvian,paris,38,1
irish,madrid,10,0
greek,vilnius,36,0
dutch,sofia,40,1
bulgarian,copenhagen,21,0
bulgarian,valletta,23,0
dutch,rome,6,0
estonian,madrid,39,1
croatian,paris,4,0
bulgarian,copenhagen,15,0
polish,madrid,11,0
maltese,vilnius,40,1
bulgarian,vilnius,26,0
french,amsterdam,9,1
slovene,sofia,9,1
luxembourgish,paris,43,1
portuguese,vienna,13,0
hungarian,sofia,42,0
irish,sofia,34,0
austrian,amsterdam,34,0
latvian,vienna,33,0
french,amsterdam,19,1
spanish,copenhagen,29,0
greek,valletta,35,0
latvian,madrid,40,0
lithuanian,valletta,17,0
danish,paris,15,1
bulgarian,rome,2,0
bulgarian,copenhagen,18,0
slovene,valletta,4,0
slovene,vienna,41,0
maltese,vilnius,29,1
irish,paris,34,0
swedish,rome,25,1
lithuanian,rome,13,0
spanish,paris,29,0
croatian,madrid,35,1
hungarian,copenhagen,6,0
swedish,sofia,22,1
polish,valletta,31,0
portuguese,sofia,17,0
dutch,vilnius,12,0
slovakian,rome,23,0
danish,vienna,8,0
polish,paris,33,0
bulgarian,vienna,7,1
czech,vilnius,11,1
luxembourgish,vilnius,32,1
slovakian,valletta,36,0
austrian,vilnius,40,1
irish,valletta,35,0
spanish,paris,11,0
german,rome,24,1
danish,amsterdam,16,0
austrian,amsterdam,23,0
estonian,amsterdam,37,1
swedish,copenhagen,1,1
italian,copenhagen,23,0
estonian,paris,34,1
portuguese,madrid,3,0
lithuanian,amsterdam,1,1
estonian,sofia,40,1
french,vilnius,24,0
italian,rome,23,1
czech,rome,32,0
french,paris,44,0
bulgarian,rome,2,1
bulgarian,vienna,12,0
czech,valletta,20,0
polish,rome,9,0
latvian,vilnius,4,0
maltese,sofia,31,0
luxembourgish,valletta,43,1
lithuanian,paris,0,0
danish,valletta,26,1
latvian,amsterdam,3,0
dutch,amsterdam,30,0
croatian,valletta,27,1
danish,rome,38,1
croatian,paris,7,1
finnish,sofia,3,1
finnish,vienna,0,0
finnish,vilnius,27,1
slovakian,paris,5,1
maltese,copenhagen,43,1
dutch,amsterdam,32,1
luxembourgish,vilnius,19,1
romanian,amsterdam,12,0
swedish,amsterdam,3,1
spanish,sofia,44,1
finnish,rome,7,1
estonian,paris,29,1
austrian,rome,38,0
romanian,rome,22,0
bulgarian,sofia,18,1
finnish,vienna,35,0
polish,copenhagen,25,1
czech,rome,34,1
german,vienna,44,1
maltese,paris,31,1
french,vienna,3,1
polish,copenhagen,34,0
czech,vienna,30,0
maltese,copenhagen,29,0
hungarian,amsterdam,14,0
croatian,paris,34,0
slovakian,vilnius,25,0
hungarian,sofia,39,1
irish,paris,1,1
croatian,rome,27,0
slovene,vienna,3,1
dutch,sofia,12,0
irish,copenhagen,15,1
romanian,copenhagen,39,1
italian,amsterdam,1,0
swedish,amsterdam,39,1
austrian,paris,22,0
lithuanian,amsterdam,16,1
czech,valletta,33,0
french,valletta,12,1
estonian,amsterdam,4,0
latvian,amsterdam,25,1
greek,vilnius,41,1
spanish,vilnius,6,0
maltese,valletta,16,0
slovene,paris,25,0
luxembourgish,vienna,37,1
bulgarian,madrid,17,0
cypriot,rome,18,0
luxembourgish,vienna,43,0
latvian,vilnius,12,0
croatian,copenhagen,37,0
dutch,sofia,24,1
swedish,vienna,0,0
hungarian,vilnius,1,1
maltese,valletta,29,0
danish,rome,3,0
estonian,copenhagen,31,0
german,valletta,34,1
estonian,rome,26,1
bulgarian,rome,32,0
hungarian,paris,11,0
portuguese,madrid,9,0
italian,vienna,3,0
lithuanian,amsterdam,0,0
polish,valletta,18,0
portuguese,copenhagen,10,1
portuguese,amsterdam,17,0
lithuanian,madrid,7,1
lithuanian,vienna,0,0
italian,paris,9,1
finnish,rome,11,0
estonian,vienna,11,1
austrian,valletta,32,0
danish,copenhagen,30,0
swedish,vilnius,8,1
slovakian,copenhagen,18,0
french,amsterdam,5,1
swedish,vienna,32,0
bulgarian,amsterdam,39,1
irish,vilnius,30,0
finnish,valletta,44,1
cypriot,rome,19,1
bulgarian,vienna,32,1
latvian,copenhagen,31,0
greek,copenhagen,23,0
swedish,amsterdam,17,0
lithuanian,sofia,35,1
finnish,paris,5,1
portuguese,rome,6,0
dutch,madrid,14,0
estonian,paris,16,0
maltese,vilnius,43,0
maltese,vilnius,10,1
luxembourgish,amsterdam,20,1
italian,paris,37,0
dutch,madrid,18,1
polish,amsterdam,21,0
romanian,copenhagen,37,0
italian,amsterdam,17,1
latvian,sofia,4,1
swedish,amsterdam,31,1
irish,copenhagen,42,0
estonian,vilnius,12,1
hungarian,vienna,14,1
italian,madrid,27,1
portuguese,rome,20,0
german,rome,20,1
maltese,copenhagen,21,1
spanish,paris,35,0
french,valletta,37,1
polish,paris,8,1
maltese,vilnius,31,0
maltese,valletta,30,0
latvian,vilnius,41,0
spanish,sofia,21,1
portuguese,paris,26,0
croatian,madrid,22,0
slovakian,rome,31,0
greek,paris,21,0
italian,paris,27,0
swedish,madrid,3,0
polish,copenhagen,27,0
swedish,vienna,4,1
slovene,amsterdam,27,1
italian,sofia,3,0
romanian,valletta,29,1
austrian,copenhagen,22,1
french,paris,22,0
latvian,paris,41,1
croatian,madrid,21,0
italian,rome,7,1
spanish,amsterdam,17,0
slovakian,vienna,24,1
estonian,paris,44,0
polish,paris,23,1
austrian,madrid,17,1
austrian,sofia,42,1
bulgarian,vilnius,30,0
swedish,rome,38,1
czech,copenhagen,18,1
french,sofia,26,0
dutch,amsterdam,31,0
estonian,copenhagen,41,0
polish,copenhagen,4,0
greek,amsterdam,25,1
danish,amsterdam,5,1
lithuanian,vilnius,16,0
lithuanian,sofia,33,0
hungarian,amsterdam,28,1
irish,paris,21,1
czech,vienna,39,0
spanish,madrid,39,1
dutch,sofia,15,0
czech,sofia,31,1
greek,rome,44,0
greek,copenhagen,30,0
greek,copenhagen,35,1
estonian,copenhagen,25,0
hungarian,madrid,31,1
romanian,sofia,32,0
czech,vienna,26,0
swedish,copenhagen,29,1
polish,sofia,40,0
french,rome,35,1
irish,valletta,3,0
czech,sofia,21,0
german,madrid,39,1
slovene,copenhagen,16,0
lithuanian,vilnius,6,1
lithuanian,sofia,21,0
luxembourgish,madrid,2,1
slovene,sofia,39,1
bulgarian,valletta,18,1
hungarian,sofia,3,1
dutch,amsterdam,41,0
estonian,amsterdam,19,0
romanian,copenhagen,15,1
romanian,vienna,12,1
swedish,amsterdam,34,0
portuguese,rome,23,1
irish,madrid,5,0
irish,rome,37,1
cypriot,vienna,20,0
czech,paris,38,0
czech,paris,3,1
spanish,copenhagen,38,0
austrian,vienna,13,1
spanish,amsterdam,3,0
finnish,copenhagen,12,0
polish,sofia,5,1
cypriot,paris,44,1
austrian,rome,21,1
portuguese,paris,42,1
luxembourgish,sofia,30,1
italian,vienna,44,1
croatian,valletta,27,0
croatian,valletta,34,0
irish,sofia,17,0
slovene,valletta,28,0
german,madrid,28,1
austrian,madrid,4,1
danish,valletta,39,0
slovakian,valletta,27,0
luxembourgish,madrid,27,1
spanish,rome,0,1
italian,valletta,26,0
finnish,vienna,41,0
slovene,amsterdam,3,1
spanish,copenhagen,11,1
irish,amsterdam,13,1
portuguese,valletta,11,0
slovene,vienna,20,0
cypriot,madrid,16,1
latvian,rome,3,1
dutch,madrid,12,1
lithuanian,valletta,28,0
hungarian,paris,23,0
greek,sofia,33,1
finnish,sofia,36,0
portuguese,vienna,20,1
slovakian,sofia,31,1
italian,rome,38,0
slovakian,sofia,8,1
french,vilnius,23,1
finnish,madrid,33,0
luxembourgish,vienna,5,0
czech,copenhagen,28,1
french,valletta,0,0
czech,rome,30,0
estonian,sofia,23,1
slovene,vienna,5,1
latvian,amsterdam,40,0
lithuanian,rome,38,0
czech,sofia,23,0
greek,amsterdam,23,0
romanian,valletta,5,1
croatian,amsterdam,4,1
bulgarian,copenhagen,10,1
german,paris,25,0
portuguese,amsterdam,16,1
austrian,madrid,35,1
finnish,copenhagen,6,1
irish,rome,31,1
polish,vilnius,26,1
italian,valletta,8,1
hungarian,sofia,16,1
danish,paris,36,0
spanish,vilnius,7,1
estonian,sofia,35,0
german,madrid,13,0
french,vienna,6,0
dutch,vienna,33,1
finnish,valletta,36,0
romanian,paris,23,0
bulgarian,valletta,16,1
italian,vienna,24,0
german,amsterdam,44,1
polish,vienna,39,0
estonian,amsterdam,13,1
hungarian,copenhagen,35,1
greek,vienna,35,0
spanish,vilnius,43,0
czech,vienna,4,1
bulgarian,valletta,18,0
estonian,madrid,16,1
spanish,copenhagen,10,0
polish,amsterdam,1,0
polish,sofia,27,0
cypriot,vienna,42,0
danish,rome,15,1
czech,sofia,0,1
bulgarian,vilnius,22,0
czech,rome,31,1
hungarian,amsterdam,30,0
german,sofia,1,1
greek,madrid,39,1
swedish,paris,22,0
french,madrid,26,1
czech,amsterdam,37,0
hungarian,copenhagen,27,1
swedish,valletta,38,1
croatian,sofia,32,1
bulgarian,vilnius,35,0
swedish,amsterdam,11,1
portuguese,rome,34,1
hungarian,rome,7,1
german,amsterdam,41,0
estonian,copenhagen,19,1
italian,sofia,31,1
spanish,vilnius,5,0
slovakian,sofia,18,0
irish,paris,24,0
spanish,rome,38,1
estonian,madrid,21,0
slovakian,paris,15,0
luxembourgish,vilnius,36,1
croatian,madrid,17,0
spanish,valletta,40,0
finnish,valletta,36,1
danish,madrid,22,0
dutch,madrid,22,1
spanish,amsterdam,20,0
spanish,paris,18,1
czech,paris,32,1
luxembourgish,vilnius,22,1
greek,paris,13,0
hungarian,amsterdam,19,0
hungarian,vienna,16,1
dutch,amsterdam,0,0
cypriot,amsterdam,34,1
polish,valletta,43,0
german,sofia,41,0
slovakian,vilnius,19,1
maltese,valletta,27,0
greek,rome,13,1
french,sofia,41,1
finnish,rome,10,1
maltese,vienna,20,0
luxembourgish,vilnius,43,1
spanish,madrid,41,0
slovene,copenhagen,6,0
estonian,vienna,38,1
german,sofia,4,1
cypriot,vienna,16,0
luxembourgish,copenhagen,23,1
portuguese,copenhagen,13,0
bulgarian,paris,6,1
spanish,madrid,42,1
hungarian,rome,12,1
czech,paris,7,0
estonian,vilnius,40,0
french,amsterdam,44,0
polish,vienna,29,0
maltese,copenhagen,27,1
latvian,vilnius,26,0
hungarian,madrid,17,0
czech,rome,29,1
czech,paris,19,0
portuguese,vilnius,22,0
croatian,paris,38,0
polish,vienna,32,1
french,madrid,24,1
hungarian,vienna,24,1
czech,paris,0,1
lithuanian,copenhagen,8,1
irish,sofia,36,1
romanian,amsterdam,13,1
spanish,madrid,21,1
maltese,valletta,1,1
latvian,sofia,14,1
dutch,vilnius,2,0
hungarian,madrid,6,0
irish,paris,4,0
czech,amsterdam,20,1
portuguese,madrid,0,1
slovene,amsterdam,15,0
latvian,vilnius,16,0
swedish,madrid,2,1
croatian,sofia,29,1
french,rome,40,1
cypriot,paris,24,0
lithuanian,paris,4,1
maltese,rome,3,0
polish,vilnius,2,0
maltese,paris,13,0
polish,paris,27,1
danish,copenhagen,10,1
slovene,madrid,37,0
hungarian,paris,11,1
french,valletta,34,1
latvian,valletta,20,0
bulgarian,vienna,37,1
danish,valletta,30,0
cypriot,amsterdam,14,0
greek,madrid,42,1
italian,vilnius,8,1
slovakian,vienna,20,0
french,vilnius,3,1
italian,valletta,33,0
danish,madrid,30,0
latvian,paris,1,0
polish,valletta,24,0
slovene,sofia,29,1
croatian,valletta,8,0
lithuanian,valletta,22,0
slovakian,rome,28,1
french,valletta,1,1
dutch,vienna,43,0
slovene,sofia,34,0
bulgarian,paris,28,1
irish,madrid,13,1
italian,copenhagen,18,0
finnish,amsterdam,39,0
portuguese,vienna,6,1
croatian,copenhagen,14,1
polish,amsterdam,8,1
irish,sofia,0,0
croatian,sofia,12,0
dutch,madrid,20,1
dutch,vienna,22,0
austrian,sofia,6,1
romanian,rome,19,0
austrian,copenhagen,44,0
czech,paris,17,0
dutch,vilnius,3,0
hungarian,madrid,25,0
irish,vienna,13,0
estonian,vienna,19,0
dutch,vienna,10,0
spanish,paris,25,1
estonian,copenhagen,40,1
lithuanian,rome,44,1
spanish,vilnius,8,0
hungarian,madrid,10,0
italian,vilnius,2,0
greek,vienna,30,1
finnish,valletta,35,1
croatian,madrid,1,0
latvian,paris,15,1
german,copenhagen,34,1
portuguese,valletta,17,0
finnish,sofia,1,1
slovene,valletta,10,1
polish,vilnius,34,1
greek,vienna,32,0
czech,copenhagen,44,0
greek,sofia,0,0
bulgarian,sofia,24,0
latvian,amsterdam,7,1
bulgarian,sofia,4,0
austrian,paris,28,1
spanish,vilnius,33,1
french,sofia,40,0
estonian,vilnius,18,1
austrian,sofia,19,0
romanian,copenhagen,43,1
czech,rome,2,0
dutch,valletta,36,1
czech,valletta,28,1
lithuanian,vienna,6,0
luxembourgish,sofia,10,1
finnish,sofia,20,1
spanish,madrid,27,1
maltese,vienna,2,0
german,amsterdam,12,1
french,valletta,8,0
finnish,valletta,20,0
austrian,vilnius,14,1
german,rome,42,1
cypriot,vienna,4,1
cypriot,madrid,4,1
finnish,amsterdam,30,1
finnish,sofia,15,1
czech,paris,33,1
swedish,vilnius,37,1
lithuanian,rome,23,0
dutch,paris,36,0
cypriot,vilnius,6,0
czech,sofia,26,0
maltese,copenhagen,9,1
austrian,madrid,22,0
spanish,amsterdam,24,1
latvian,rome,4,1
french,amsterdam,39,0
bulgarian,madrid,32,0
latvian,valletta,2,1
romanian,paris,8,0
latvian,copenhagen,21,0
polish,vilnius,42,0
croatian,vilnius,43,1
danish,paris,39,1
greek,madrid,23,1
bulgarian,vienna,17,0
slovakian,copenhagen,23,0
hungarian,sofia,42,1
polish,vilnius,19,1
finnish,vilnius,7,0
lithuanian,sofia,25,0
cypriot,vienna,4,0
czech,paris,31,1
maltese,valletta,12,1
czech,vilnius,32,1
czech,sofia,29,0
latvian,valletta,30,0
czech,vilnius,18,1
bulgarian,madrid,13,1
latvian,valletta,35,1
slovakian,copenhagen,33,1
bulgarian,vienna,31,1
greek,copenhagen,8,0
danish,rome,28,0
estonian,madrid,38,0
dutch,sofia,36,1
croatian,madrid,38,0
cypriot,rome,17,0
latvian,sofia,32,0
croatian,madrid,27,1
dutch,paris,41,1
austrian,valletta,4,1
finnish,amsterdam,21,1
irish,valletta,41,0
lithuanian,valletta,13,0
slovene,paris,33,1
latvian,rome,20,0
austrian,sofia,3,1
cypriot,paris,14,1
latvian,rome,38,0
romanian,rome,30,0
greek,madrid,16,1
irish,copenhagen,19,1
swedish,amsterdam,26,0
slovene,amsterdam,36,1
dutch,amsterdam,13,1
greek,vilnius,22,0
slovakian,rome,44,0
danish,rome,40,1
bulgarian,copenhagen,41,1
german,sofia,34,1
czech,amsterdam,30,0
dutch,valletta,13,1
finnish,vienna,12,1
latvian,vienna,25,1
finnish,sofia,43,1
austrian,sofia,29,0
lithuanian,sofia,40,1
french,copenhagen,13,0
swedish,amsterdam,41,1
estonian,valletta,17,1
irish,copenhagen,22,0
luxembourgish,vienna,15,1
french,amsterdam,2,0
latvian,sofia,44,0
polish,vilnius,36,0
czech,amsterdam,39,0
italian,sofia,7,0
swedish,valletta,2,0
finnish,sofia,29,1
polish,amsterdam,42,0
polish,sofia,33,0
french,rome,22,0
slovakian,vienna,44,1
estonian,copenhagen,30,1
swedish,vienna,5,1
hungarian,vilnius,37,0
czech,valletta,21,0
slovakian,vienna,4,0
danish,vilnius,16,1
polish,sofia,12,0
cypriot,vilnius,6,1
spanish,rome,42,0
czech,sofia,3,1
hungarian,paris,32,1
german,paris,18,0
hungarian,valletta,44,1
lithuanian,vienna,12,1
bulgarian,copenhagen,4,0
portuguese,vienna,1,0
dutch,madrid,30,1
irish,valletta,16,1
portuguese,madrid,32,0
polish,paris,4,1
latvian,vilnius,8,0
italian,rome,17,1
luxembourgish,madrid,29,0
finnish,amsterdam,4,0
polish,rome,42,1
latvian,sofia,36,1
french,madrid,22,1
slovakian,paris,6,0
croatian,copenhagen,5,0
cypriot,paris,40,1
danish,madrid,43,1
slovene,valletta,41,0
irish,valletta,14,1
maltese,sofia,38,0
swedish,valletta,2,1
dutch,amsterdam,15,1
greek,vilnius,25,0
romanian,amsterdam,9,1
swedish,rome,40,0
cypriot,amsterdam,23,0
swedish,madrid,19,0
italian,vilnius,14,0
spanish,paris,2,1
greek,vilnius,10,1
greek,amsterdam,33,0
croatian,sofia,6,0
finnish,madrid,20,0
dutch,copenhagen,38,0
spanish,sofia,35,1
german,vilnius,25,1
danish,copenhagen,21,1
german,valletta,37,1
german,vienna,43,1
spanish,amsterdam,36,0
latvian,valletta,25,1
dutch,sofia,13,1
lithuanian,rome,21,1
maltese,vienna,7,1
dutch,rome,31,0
croatian,sofia,43,0
slovakian,copenhagen,42,1
croatian,madrid,44,1
spanish,sofia,8,0
czech,sofia,17,1
swedish,sofia,17,1
greek,amsterdam,7,1
latvian,vilnius,17,1
slovene,paris,3,1
luxembourgish,amsterdam,1,1
luxembourgish,valletta,9,1
swedish,madrid,36,1
hungarian,copenhagen,35,0
dutch,paris,7,1
swedish,rome,13,1
lithuanian,copenhagen,19,0
cypriot,vilnius,24,1
portuguese,amsterdam,27,1
estonian,paris,30,0
cypriot,madrid,27,1
irish,rome,10,1
portuguese,sofia,26,1
italian,valletta,18,1
finnish,madrid,22,0
french,amsterdam,23,1
romanian,amsterdam,12,1
dutch,copenhagen,2,0
maltese,copenhagen,12,1
bulgarian,valletta,32,1
czech,sofia,21,1
portuguese,amsterdam,5,1
finnish,paris,14,0
finnish,sofia,8,1
slovene,copenhagen,29,1
romanian,amsterdam,35,0
luxembourgish,paris,14,1
german,sofia,33,0
romanian,vilnius,12,1
danish,paris,39,0
french,vilnius,2,0
romanian,amsterdam,29,1
latvian,valletta,1,1
dutch,rome,8,1
german,madrid,7,1
spanish,copenhagen,28,1
romanian,paris,29,0
austrian,copenhagen,15,0
german,copenhagen,25,1
bulgarian,paris,33,0
bulgarian,copenhagen,16,1
greek,valletta,18,1
austrian,amsterdam,15,1
lithuanian,copenhagen,42,1
polish,rome,24,1
irish,paris,34,1
slovakian,rome,40,0
romanian,sofia,30,1
estonian,copenhagen,28,0
bulgarian,vilnius,18,1
swedish,valletta,10,1
luxembourgish,vilnius,7,1
finnish,paris,6,1
slovakian,copenhagen,44,0
italian,copenhagen,4,0
finnish,madrid,7,1
polish,vilnius,14,1
bulgarian,copenhagen,5,0
swedish,vilnius,14,1
lithuanian,vienna,44,1
swedish,copenhagen,8,1
irish,sofia,32,0
dutch,sofia,1,1
czech,vienna,30,1
latvian,madrid,27,0
czech,amsterdam,3,1
slovakian,copenhagen,24,0
luxembourgish,valletta,10,0
dutch,vienna,0,0
bulgarian,madrid,38,0
czech,paris,20,1
spanish,rome,44,0
german,madrid,32,1
cypriot,vienna,9,1
luxembourgish,vienna,16,0
portuguese,sofia,10,1
hungarian,paris,44,0
cypriot,madrid,10,0
austrian,vilnius,42,0
dutch,madrid,26,0
cypriot,copenhagen,33,1
danish,paris,30,0
estonian,vienna,31,0
swedish,vienna,11,1
swedish,copenhagen,25,0
luxembourgish,rome,22,1
slovene,amsterdam,29,1
cypriot,sofia,43,1
hungarian,amsterdam,43,0
greek,paris,10,0
german,vienna,16,1
slovene,madrid,5,1
greek,vienna,42,0
austrian,rome,43,0
slovakian,madrid,6,0
luxembourgish,vilnius,30,0
croatian,sofia,25,0
portuguese,amsterdam,1,0
estonian,amsterdam,42,0
lithuanian,madrid,7,0
estonian,valletta,22,1
cypriot,vilnius,31,1
slovene,paris,25,1
greek,madrid,25,1
maltese,valletta,14,1
french,madrid,25,1
maltese,sofia,3,1
greek,vilnius,17,1
italian,rome,3,1
czech,sofia,0,0
romanian,vilnius,34,0
lithuanian,rome,9,1
dutch,vilnius,9,0
romanian,sofia,31,1
dutch,amsterdam,6,0
cypriot,paris,25,1
finnish,amsterdam,10,1
greek,sofia,24,1
romanian,valletta,15,0
swedish,valletta,15,1
hungarian,sofia,28,0
croatian,copenhagen,4,0
slovakian,madrid,7,1
estonian,rome,18,0
dutch,vienna,31,0
german,vienna,40,0
slovakian,paris,32,1
spanish,rome,37,1
dutch,paris,34,0
hungarian,madrid,11,1
italian,valletta,8,0
czech,copenhagen,21,1
hungarian,vilnius,26,0
italian,paris,40,1
greek,valletta,0,0
portuguese,rome,22,0
romanian,vilnius,42,1
czech,sofia,25,0
czech,sofia,3,0
austrian,sofia,40,1
spanish,amsterdam,4,0
slovene,valletta,30,0
slovene,madrid,18,0
latvian,amsterdam,2,1
austrian,copenhagen,41,0
danish,sofia,10,0
cypriot,sofia,12,0
slovene,sofia,22,0
hungarian,valletta,2,1
italian,valletta,14,0
cypriot,vilnius,35,0
croatian,madrid,16,1
croatian,amsterdam,37,1
luxembourgish,sofia,40,1
bulgarian,vienna,19,1
polish,vilnius,6,0
slovene,valletta,15,0
italian,amsterdam,10,1
maltese,madrid,37,0
swedish,vilnius,19,1
dutch,vienna,6,0
lithuanian,amsterdam,42,0
irish,amsterdam,7,1
austrian,madrid,1,0
portuguese,vienna,30,0
austrian,sofia,23,1
estonian,vilnius,26,1
italian,vilnius,22,1
greek,rome,23,1
slovakian,valletta,15,0
spanish,copenhagen,27,0
slovene,rome,25,0
irish,valletta,13,0
finnish,valletta,10,0
lithuanian,rome,33,0
romanian,madrid,25,1
maltese,vienna,20,1
italian,vilnius,34,1
croatian,paris,32,0
maltese,sofia,25,0
slovakian,vilnius,14,1
dutch,copenhagen,32,0
french,paris,28,1
lithuanian,vienna,19,1
german,vienna,26,1
hungarian,amsterdam,1,0
slovene,vienna,4,1
luxembourgish,rome,42,0
irish,sofia,18,0
italian,madrid,13,0
luxembourgish,amsterdam,16,0
slovakian,rome,21,0
romanian,amsterdam,6,1
austrian,madrid,10,0
romanian,paris,15,1
italian,rome,39,0
swedish,vienna,39,1
irish,vienna,21,0
finnish,amsterdam,42,0
estonian,vilnius,28,0
swedish,sofia,34,0
italian,rome,43,0
irish,copenhagen,18,0
austrian,paris,13,1
czech,rome,6,0
portuguese,rome,25,1
danish,amsterdam,11,1
portuguese,rome,2,1
luxembourgish,valletta,34,1
danish,rome,14,0
french,sofia,43,0
french,madrid,43,0
swedish,copenhagen,35,0
swedish,vilnius,27,1
dutch,vienna,17,0
italian,madrid,23,1
austrian,vilnius,2,1
polish,vienna,31,1
latvian,rome,18,1
romanian,sofia,7,0
latvian,sofia,29,0
romanian,amsterdam,7,1
slovene,copenhagen,18,0
italian,vilnius,41,1
czech,amsterdam,10,0
slovene,rome,1,1
hungarian,rome,8,1
croatian,copenhagen,23,1
lithuanian,rome,13,1
french,valletta,28,0
danish,sofia,36,1
lithuanian,rome,16,0
spanish,sofia,19,0
french,copenhagen,28,0
maltese,madrid,23,0
cypriot,madrid,28,1
french,copenhagen,19,0
portuguese,sofia,17,1
irish,copenhagen,38,1
portuguese,copenhagen,14,0
danish,vilnius,17,0
spanish,sofia,9,1
swedish,rome,44,0
bulgarian,rome,30,1
dutch,vienna,1,1
spanish,rome,5,0
lithuanian,copenhagen,41,0
portuguese,madrid,14,1
bulgarian,paris,41,1
romanian,sofia,15,0
italian,paris,34,1
bulgarian,rome,9,1
latvian,vienna,16,0
portuguese,madrid,15,0
latvian,paris,16,0
slovene,copenhagen,20,0
romanian,amsterdam,17,0
german,madrid,15,0
irish,copenhagen,11,1
maltese,paris,44,1
slovakian,paris,31,0
greek,sofia,43,1
italian,vienna,21,0
irish,vienna,17,0
lithuanian,vienna,40,0
danish,valletta,44,1
croatian,valletta,6,0
czech,madrid,13,0
maltese,madrid,18,0
cypriot,copenhagen,0,0
greek,valletta,20,1
latvian,valletta,13,0
czech,rome,41,0
italian,amsterdam,12,1
romanian,vilnius,32,1
spanish,sofia,37,1
irish,rome,6,1
german,rome,4,0
lithuanian,madrid,11,0
greek,amsterdam,6,0
polish,valletta,33,1
polish,paris,30,0
swedish,vilnius,40,0
dutch,sofia,7,1
cypriot,paris,12,1
dutch,vienna,28,1
luxembourgish,madrid,19,1
latvian,madrid,42,1
czech,sofia,44,0
french,vienna,31,1
maltese,valletta,0,1
czech,valletta,18,1
